id,img_path,avg_r,avg_g,avg_b,avg_s,contrast,ASM,homogeneity,type_label
0,./dataset/cloudy/cloudy168.jpg,87.0760801665799,91.33755856324831,96.50041644976575,0.13265619635963324,6.308549019607841,0.0030713045409885096,0.6191314414066085,cloudy
1,./dataset/cloudy/cloudy87.jpg,104.67064819238732,113.1777751234273,127.33148192387323,0.20955171956761792,17.48899408756794,0.002722145846668783,0.5948420237420043,cloudy
2,./dataset/cloudy/cloudy141.jpg,116.59916910171546,130.51540342298287,150.62351561412925,0.2949457159580619,511.8622205586039,0.0007953073140977087,0.2567382163580444,cloudy
3,./dataset/cloudy/cloudy274.jpg,134.55059150629668,137.92190481382545,131.1953606280325,0.16326633176138852,4.876998904709745,0.002610105237238904,0.604593150455906,cloudy
4,./dataset/cloudy/cloudy273.jpg,123.1775250760309,128.6852792837039,136.83686884905268,0.10319078899406132,12.654949594481927,0.001311647279020009,0.42715882758089907,cloudy
5,./dataset/cloudy/cloudy2.jpg,124.7927,133.942975,145.87046666666666,0.17614805535544648,29.580317460317463,0.0007686419124949668,0.42395560690455864,cloudy
6,./dataset/cloudy/cloudy264.jpg,87.62251243781094,90.20202558635394,87.5358919687278,0.14905332866863477,24.732833957553055,0.0015946660767202606,0.5305643100375675,cloudy
7,./dataset/cloudy/cloudy28.jpg,89.76417169045276,90.60523806594489,86.04179995078741,0.10195776875134603,4.024789803816895,0.0028027521007429343,0.6099300761022315,cloudy
8,./dataset/cloudy/cloudy117.jpg,77.56651486988848,112.26797397769516,131.33980483271375,0.4798083124761878,67.47369352749904,0.0009833377602951271,0.4111158790073519,cloudy
9,./dataset/cloudy/cloudy250.jpg,134.69032676348547,139.46309647302905,144.635632780083,0.15950917104691714,175.0165104166668,0.0002906724717881946,0.19136643719675228,cloudy
10,./dataset/cloudy/cloudy201.jpg,139.6452877607439,143.41977883890425,143.54310128172907,0.1613263427348783,20.916096625186178,0.0022266423102832705,0.5764061584264029,cloudy
11,./dataset/cloudy/cloudy150.jpg,103.33901765046296,110.29597849151234,128.17023967978395,0.21932738505528593,36.53839190936638,0.0003410573512835598,0.23388424207508526,cloudy
12,./dataset/cloudy/cloudy225.jpg,102.70281552280055,154.58152924919392,234.69348802395209,0.5726873620394816,54.170615291156835,0.0008389918633048059,0.34630640755379705,cloudy
13,./dataset/cloudy/cloudy188.jpg,132.96397000077317,140.47364758640242,135.38638179428366,0.23851810157772083,86.38302277432713,0.00043740643311514915,0.3141379759376543,cloudy
14,./dataset/cloudy/cloudy52.jpg,64.28233093181547,80.47770966843132,92.65955498945189,0.3333990778989797,34.14676736194359,0.00101408640344498,0.4434304631921159,cloudy
15,./dataset/cloudy/cloudy94.jpg,103.26311854103344,116.83533738601824,117.38969604863222,0.43685004373843733,178.4944113150315,0.0006103886701329001,0.27260298383158305,cloudy
16,./dataset/cloudy/cloudy192.jpg,138.2372648961221,138.2372648961221,138.2372648961221,0.0,117.63012878107222,0.0010791326801938954,0.38898087285374283,cloudy
17,./dataset/cloudy/cloudy252.jpg,93.96916594848224,100.88319927223978,131.5387819592071,0.35940270937700514,47.700973674720544,0.0007959181317289473,0.3532857896937655,cloudy
18,./dataset/cloudy/cloudy49.jpg,77.21837301587301,75.61126984126984,73.50168650793651,0.12996111634675392,85.1464007007485,0.0007474073682410473,0.3300404008473428,cloudy
19,./dataset/cloudy/cloudy75.jpg,85.35940006574621,87.02591222879684,88.62060815253123,0.32146863762584943,25.823395159644836,0.0016585428772754103,0.4981941395086356,cloudy
20,./dataset/cloudy/cloudy17.jpg,130.71008520465043,141.10101130753304,150.03366379996814,0.14330033946776982,75.53737216363054,0.000627513537226521,0.3294636765326558,cloudy
21,./dataset/cloudy/cloudy263.jpg,109.95391217625193,116.73782828130194,109.06854241590861,0.2303640381776957,8.553513940351094,0.0029384368546537306,0.6209770710595178,cloudy
22,./dataset/cloudy/cloudy67.jpg,68.99324378188776,68.99324378188776,68.99324378188776,0.0,10.24453475336323,0.0030817743666206538,0.61058813072578,cloudy
23,./dataset/cloudy/cloudy54.jpg,105.24797993870159,103.56442303864985,103.70728018150699,0.1154147452637439,12.446275873091988,0.0031468932583428983,0.7048681995865729,cloudy
24,./dataset/cloudy/cloudy194.jpg,129.86364524702938,117.74059959349593,90.24915963101938,0.3730947931252629,83.10401145008241,0.0004317306216834545,0.3054859979457232,cloudy
25,./dataset/cloudy/cloudy125.jpg,146.72496087636932,162.0925762910798,189.92491686228482,0.24638349515935787,4.621849294947121,0.001950938430767149,0.6411263490946688,cloudy
26,./dataset/cloudy/cloudy82.jpg,100.4683944470478,103.41038249765698,107.12588390346767,0.08319117645382679,0.5581968111512994,0.00478718931199943,0.8377466890131675,cloudy
27,./dataset/cloudy/cloudy80.jpg,140.71985714285714,143.45795714285714,149.9213142857143,0.07521803687947771,1.9257020057306595,0.0018518535356852569,0.6451123524158378,cloudy
28,./dataset/cloudy/cloudy20.jpg,95.0467032967033,104.31521739130434,117.29170648192387,0.22926066255086902,21.231583573026523,0.0013048267058050663,0.4682024237359268,cloudy
29,./dataset/cloudy/cloudy104.jpg,93.64093392945853,111.11018380526578,139.71535022354695,0.3461235754832044,85.2611981971202,0.0006166072972438382,0.3515790328820883,cloudy
30,./dataset/cloudy/cloudy251.jpg,94.53268926195756,99.62439024390244,86.4303452644916,0.2560437274943623,50.46263050674815,0.0013849522753518863,0.4910317855032209,cloudy
